Entry	Gene Names	RefSeq
B8I2Z9	Ccel_1792	WP_015925257.1;
B8I300	Ccel_1793	WP_015925258.1;
B8I301	Ccel_1794	WP_015925259.1;
B8I307	hrcA Ccel_1800	WP_015925265.1;
B8I308	Ccel_1801	WP_015925266.1;
B8I309	Ccel_1802	WP_015925267.1;
B8I310	Ccel_1803	WP_015925268.1;
B8I311	Ccel_1804	WP_015925269.1;
B8I312	Ccel_1805	WP_015925270.1;
B8I313	Ccel_1806	
B8I314	Ccel_1807	
B8I315	Ccel_1808	WP_015925273.1;
B8I318	Ccel_1811	WP_015925275.1;
B8I319	Ccel_1812	
B8I320	Ccel_1813	WP_015925277.1;
B8I321	Ccel_1814	WP_015925278.1;
B8I322	Ccel_1815	WP_015925279.1;
B8I323	Ccel_1816	WP_015925280.1;
B8I324	Ccel_1817	WP_015925281.1;
B8I325	Ccel_1818	
B8I328	Ccel_1822	WP_015925283.1;
B8I331	Ccel_1825	WP_015925284.1;
B8I332	Ccel_1826	WP_015925285.1;
B8I333	Ccel_1827	WP_015925286.1;
B8I336	Ccel_1830	
B8I337	Ccel_1831	WP_015925288.1;
B8I339	Ccel_1834 Ccel_2625 Ccel_2705 Ccel_2968	WP_015925289.1;
B8I340	Ccel_1835 Ccel_2626 Ccel_2706 Ccel_2969	WP_015925290.1;
B8I341	Ccel_1836	WP_015925291.1;
B8I342	Ccel_1837	WP_015925292.1;
B8I344	Ccel_1839	WP_015925293.1;
B8I345	Ccel_1840	WP_015925294.1;
B8I346	Ccel_1841	WP_015925295.1;
B8I347	Ccel_1842	WP_015925296.1;
B8I348	Ccel_1843	WP_015925297.1;
B8I349	Ccel_1844	WP_015925298.1;
B8I350	Ccel_1845	WP_015925299.1;
B8I351	Ccel_1846	WP_015925300.1;
B8I352	Ccel_1847	WP_015925301.1;
B8I353	Ccel_1848	WP_015925302.1;
B8I354	Ccel_1849	WP_015925303.1;
B8I356	Ccel_1851	WP_015925304.1;
B8I357	Ccel_1852	WP_015925305.1;
B8I358	Ccel_1853	WP_015925306.1;
B8I361	Ccel_1856	WP_015925309.1;
B8I362	Ccel_1857	WP_015925310.1;
B8I365	Ccel_1860	WP_015925313.1;
B8I366	Ccel_1861	WP_015925314.1;
B8I367	Ccel_1862	WP_015925315.1;
B8I368	Ccel_1863	WP_015925316.1;
B8I369	Ccel_1864	WP_015925317.1;
B8I370	Ccel_1865	WP_015925318.1;
B8I372	Ccel_1867	WP_015925320.1;
B8I373	Ccel_1868	WP_015925321.1;
B8I374	Ccel_1869	WP_015925322.1;
B8I375	Ccel_1870	WP_015925323.1;
B8I376	Ccel_1871	WP_015925324.1;
B8I379	Ccel_1874	WP_015925327.1;
B8I380	Ccel_1875	
B8I381	Ccel_1876	WP_015925329.1;
B8I383	Ccel_1878	WP_015925331.1;
B8I384	Ccel_1879	WP_015925332.1;
B8I386	Ccel_1881	
B8I389	Ccel_1884	WP_015925337.1;
B8I390	Ccel_1885	WP_015925338.1;
B8I391	Ccel_1886	WP_015925339.1;
B8I394	Ccel_1889	WP_015925342.1;
B8I395	Ccel_1890	WP_015925343.1;
B8I396	Ccel_1891	WP_015925344.1;
B8I398	Ccel_1893	WP_015925346.1;
B8I3A0	Ccel_1895	WP_015925348.1;
B8I3A4	Ccel_1899	WP_015925352.1;
B8I3A6	Ccel_1901	WP_015925354.1;
B8I3A7	Ccel_1902	WP_015925355.1;
B8I3B1	Ccel_1906	WP_015925359.1;
B8I3B2	Ccel_1907	WP_015925360.1;
B8I3B3	Ccel_1908	WP_015925361.1;
B8I3B4	Ccel_1909	WP_015925362.1;
B8I3B5	Ccel_1910	WP_015925363.1;
B8I3B6	Ccel_1911	WP_015925364.1;
B8I3B7	Ccel_1912	WP_015925365.1;
B8I3B8	Ccel_1913	WP_015925366.1;
B8I3B9	Ccel_1914	WP_014313799.1;
B8I3C0	Ccel_1915	WP_015925367.1;
B8I3C1	Ccel_1916	WP_015925368.1;
B8I3C2	Ccel_1917	WP_015925369.1;
B8I3C3	Ccel_1918	WP_015925370.1;
B8I3C4	Ccel_1919	WP_015925371.1;
B8I3C5	Ccel_1920	WP_015925372.1;
B8I3C6	Ccel_1921	WP_015925373.1;
B8I3C8	Ccel_1923	WP_015925375.1;
B8I3D0	Ccel_1925	WP_015925377.1;
B8I3D3	Ccel_1928	WP_015925380.1;
B8I3D4	Ccel_1929	WP_015925381.1;
B8I3D6	Ccel_1931	WP_015925383.1;
B8I3D8	Ccel_1933	WP_015925385.1;
B8I3D9	Ccel_1934	WP_015925386.1;
B8I3E0	Ccel_1935	WP_015925387.1;
B8I3E1	Ccel_1936	WP_015925388.1;
B8I3E2	Ccel_1937	WP_015925389.1;
B8I3E3	Ccel_1938	WP_015925390.1;
B8I3E5	Ccel_1940	WP_015925392.1;
B8I3E7	Ccel_1942	WP_015925394.1;
B8I3E8	Ccel_1943	WP_015925395.1;
B8I3E9	Ccel_1944	WP_015925396.1;
B8I3F0	Ccel_1945	WP_015925397.1;
B8I3F3	Ccel_1948	
B8I3F4	Ccel_1949	WP_015925401.1;
B8I3F8	Ccel_1953	WP_015925405.1;
B8I3F9	Ccel_1954	WP_015925406.1;
B8I3G0	Ccel_1955	WP_015925407.1;
B8I3G1	Ccel_1956	WP_015925408.1;
B8I3G2	Ccel_1957	WP_015925409.1;
B8I3G3	Ccel_1958	WP_015925410.1;
B8I3G4	Ccel_1959	WP_015925411.1;
B8I3G5	Ccel_1960	WP_015925412.1;
B8I3G6	Ccel_1961	
B8I3G7	Ccel_1962	WP_015925414.1;
B8I3G8	Ccel_1963	WP_015925415.1;
B8I3H0	Ccel_1965	WP_015925417.1;
B8I3H1	Ccel_1966	WP_015925418.1;
B8I3H2	Ccel_1967	WP_015925419.1;
B8I3H3	Ccel_1968	
B8I3H4	Ccel_1969	WP_015925421.1;
B8I3H5	Ccel_1970	WP_015925422.1;
B8I3H6	Ccel_1971	WP_015925423.1;
B8I3H7	Ccel_1972	WP_015925424.1;
B8I3H8	Ccel_1973	WP_015925425.1;
B8I3H9	Ccel_1974	WP_015925426.1;
B8I3I0	Ccel_1975	
B8I3I2	Ccel_1977	WP_015925429.1;
B8I3I6	Ccel_1981	WP_015925433.1;
B8I3I8	Ccel_1983	
B8I3I9	Ccel_1984	WP_015925436.1;
B8I3J0	Ccel_1985	WP_015925437.1;
B8I3J1	Ccel_1986	WP_015925438.1;
B8I3J2	Ccel_1987	WP_015925439.1;
B8I3J3	Ccel_1988	WP_015925440.1;
B8I3J8	Ccel_1993	
B8I3J9	Ccel_1994	WP_015925446.1;
B8I3K1	Ccel_1996	
B8I3K3	Ccel_1998	WP_015925450.1;
B8I3K4	Ccel_1999	WP_015925451.1;
B8I3K5	Ccel_2000	
B8I3K6	Ccel_2001	WP_015925453.1;
B8I3L2	Ccel_2008	WP_015925459.1;
B8I3L5	Ccel_2012	WP_015925460.1;
B8I3L7	Ccel_2014	WP_015925462.1;
B8I3L8	Ccel_2015	WP_015925463.1;
B8I3L9	Ccel_2016	WP_015925464.1;
B8I3M1	Ccel_2018	WP_015925466.1;
B8I3M2	Ccel_2019	WP_015925467.1;
B8I3M3	Ccel_2020	WP_015925468.1;
B8I3M4	Ccel_2021	WP_015925469.1;
B8I3M5	Ccel_2022	WP_015925470.1;
B8I3M6	Ccel_2023	WP_015925471.1;
B8I3M8	Ccel_2025	WP_015925473.1;
B8I3M9	Ccel_2026	WP_015925474.1;
B8I3N2	Ccel_2029	WP_015925477.1;
B8I3N9	Ccel_2036	WP_015925484.1;
B8I3P0	Ccel_2037	WP_015925485.1;
B8I3P1	Ccel_2038	WP_015925486.1;
B8I3P4	Ccel_2041	WP_015925489.1;
B8I3P5	Ccel_2042	WP_015925490.1;
B8I3P6	Ccel_2043	WP_015925491.1;
B8I3P7	Ccel_2044	WP_015925492.1;
B8I3P8	Ccel_2045	WP_015925493.1;
B8I3P9	Ccel_2046	WP_015925494.1;
B8I3Q2	Ccel_2049	WP_015925497.1;
B8I3Q6	Ccel_2053	WP_015925501.1;
B8I3R0	Ccel_2057	WP_015925505.1;
B8I3R1	Ccel_2058	WP_015925506.1;
B8I3R4	Ccel_0003	WP_012634458.1;
B8I3R6	Ccel_0005	WP_012634460.1;
B8I3R8	Ccel_0007	WP_012634462.1;
B8I3R9	Ccel_0008	WP_012634463.1;
B8I3S0	Ccel_0009	WP_012634464.1;
B8I3S1	Ccel_0010	WP_012634465.1;
B8I3S3	Ccel_0012	WP_012634467.1;
B8I3S4	Ccel_0013	
B8I3S5	Ccel_0014	WP_012634469.1;
B8I3S6	Ccel_0015	WP_012634470.1;
B8I3S8	Ccel_0017	WP_012634472.1;
B8I3T0	Ccel_0019	WP_012634474.1;
B8I3T1	Ccel_0020	WP_012634475.1;
B8I3T2	Ccel_0021	WP_012634476.1;
B8I3T4	Ccel_0023	WP_012634478.1;
B8I3T5	Ccel_0024	WP_012634479.1;
B8I3T6	Ccel_0025	WP_012634480.1;
B8I3T7	Ccel_0026	WP_012634481.1;
B8I3T8	Ccel_0027	WP_012634482.1;
B8I3T9	Ccel_0028	WP_012634483.1;
B8I3U0	Ccel_0029	WP_012634484.1;
B8I3U2	Ccel_0031	WP_012634486.1;
B8I3U3	Ccel_0032	WP_012634487.1;
B8I3U4	Ccel_0033	WP_012634488.1;
B8I3U5	Ccel_0034	WP_012634489.1;
B8I3U6	Ccel_0035	WP_012634490.1;
B8I3U7	Ccel_0036	WP_012634491.1;
B8I3U8	Ccel_0037	WP_012634492.1;
B8I3V0	Ccel_0039	WP_012634494.1;
B8I3V1	Ccel_0040	WP_012634495.1;
B8I3V2	Ccel_0041	WP_012634496.1;
B8I3V3	Ccel_0042	WP_012634497.1;
B8I3V5	Ccel_0044	WP_012634499.1;
B8I3V6	Ccel_0045	WP_012634500.1;
B8I3V7	Ccel_0046	WP_012634501.1;
B8I3V8	Ccel_0047	WP_012634502.1;
B8I3V9	Ccel_0048	WP_012634503.1;
B8I3W0	Ccel_0049	WP_012634504.1;
B8I3W1	Ccel_0050	WP_012634505.1;
B8I3W3	Ccel_0052	WP_012634507.1;
B8I3W5	Ccel_0054	WP_012634509.1;
B8I3W9	Ccel_0058	WP_012634512.1;
B8I3X0	Ccel_0059	
B8I3X1	Ccel_0060	WP_012634514.1;
B8I3X3	Ccel_2060	WP_015925508.1;
B8I3X9	Ccel_2066	WP_015925514.1;
B8I3Y0	Ccel_2067	WP_015925515.1;
B8I3Y3	Ccel_2071	WP_015925518.1;
B8I3Y4	Ccel_2072	WP_015925519.1;
B8I3Y5	Ccel_2073	WP_015925520.1;
B8I3Y9	Ccel_2077	WP_015925524.1;
B8I3Z0	Ccel_2078	WP_015925525.1;
B8I3Z1	Ccel_2079	WP_015925526.1;
B8I3Z2	Ccel_2080	
B8I3Z4	Ccel_2082	WP_015925529.1;
B8I3Z5	Ccel_2083	WP_015925530.1;
B8I3Z6	Ccel_2084	WP_015925531.1;
B8I3Z7	Ccel_2085	
B8I3Z8	Ccel_2086	WP_015925533.1;
B8I3Z9	Ccel_2087	WP_015925534.1;
B8I400	Ccel_2088	WP_015925535.1;
B8I401	Ccel_2089	WP_015925536.1;
B8I402	Ccel_2090	WP_015925537.1;
B8I403	Ccel_2091	WP_015925538.1;
B8I404	Ccel_2092	WP_015925539.1;
B8I405	Ccel_2093	WP_015925540.1;
B8I407	Ccel_2095	WP_015925541.1;
B8I409	Ccel_2097	WP_015925543.1;
B8I411	Ccel_2099	WP_015925545.1;
B8I412	Ccel_2100	WP_015925546.1;
B8I416	Ccel_2104	WP_015925550.1;
B8I421	Ccel_2109	WP_015925554.1;
B8I422	Ccel_2110	WP_015925555.1;
B8I423	Ccel_2111	WP_015925556.1;
B8I424	Ccel_2112	WP_015925557.1;
B8I426	Ccel_2114	WP_015925559.1;
B8I427	Ccel_2115	WP_015925560.1;
B8I428	Ccel_2116	WP_015925561.1;
B8I429	Ccel_2117	WP_015925562.1;
B8I430	Ccel_2118	WP_015925563.1;
B8I432	Ccel_2120	
B8I433	Ccel_2122	WP_015925566.1;
B8I435	Ccel_2124	
B8I436	Ccel_2125	WP_015925569.1;
B8I437	Ccel_2126	
B8I438	Ccel_2127	WP_015925571.1;
B8I439	Ccel_2128	WP_015925572.1;
B8I443	Ccel_2132	
B8I446	Ccel_2135	WP_015925577.1;
B8I452	Ccel_2142	WP_015925583.1;
B8I453	Ccel_2143	WP_015925584.1;
B8I454	Ccel_2144	WP_015925585.1;
B8I456	Ccel_2146	WP_015925587.1;
B8I457	Ccel_2147	WP_015925588.1;
B8I458	Ccel_2148	WP_015925589.1;
B8I459	Ccel_2149	WP_015925590.1;
B8I460	Ccel_2150	WP_015925591.1;
B8I461	Ccel_2151	WP_015925592.1;
B8I462	Ccel_2153	
B8I465	Ccel_2156	WP_015925594.1;
B8I466	Ccel_2157	WP_015925595.1;
B8I467	Ccel_2158	WP_015925596.1;
B8I468	Ccel_2159	WP_015925597.1;
B8I470	Ccel_2161	WP_015925598.1;
B8I471	Ccel_2162	WP_015925599.1;
B8I472	Ccel_2163	
B8I474	Ccel_2165	WP_015925602.1;
B8I475	Ccel_2166	WP_015925603.1;
B8I478	Ccel_2169	WP_015925606.1;
B8I479	Ccel_2170	WP_015925607.1;
B8I480	Ccel_2171	WP_015925608.1;
B8I482	Ccel_2173	WP_015925610.1;
B8I483	Ccel_2174	WP_015925611.1;
B8I484	Ccel_2175	WP_015925612.1;
B8I486	Ccel_2177	WP_015925614.1;
B8I487	Ccel_2178	
B8I488	Ccel_2179	WP_015925616.1;
B8I495	Ccel_0061	WP_012634515.1;
B8I496	Ccel_0062	WP_012634516.1;
B8I497	Ccel_0063	
B8I498	Ccel_0064	WP_012634518.1;
B8I499	Ccel_0065	WP_012634519.1;
B8I4A0	Ccel_0066	
B8I4A1	Ccel_0067	WP_012634521.1;
B8I4A2	Ccel_0068	WP_012634522.1;
B8I4A3	Ccel_0069	WP_012634523.1;
B8I4A4	Ccel_0070	WP_012634524.1;
B8I4A5	Ccel_0071	
B8I4A6	Ccel_0072	WP_012634526.1;
B8I4A7	Ccel_0073	WP_012634527.1;
B8I4A8	Ccel_0074	WP_012634528.1;
B8I4B0	Ccel_0076	WP_012634530.1;
B8I4B1	Ccel_0077	WP_012634531.1;
B8I4B3	Ccel_0079	WP_012634533.1;
B8I4C0	Ccel_0086	WP_012634540.1;
B8I4C2	Ccel_0088	WP_012634542.1;
B8I4C4	Ccel_0090	
B8I4C5	Ccel_0091	WP_012634545.1;
B8I4C6	Ccel_0092	WP_012634546.1;
B8I4C7	Ccel_0093	WP_012634547.1;
B8I4C8	Ccel_0094	WP_012634548.1;
B8I4D0	Ccel_0096	WP_012634550.1;
B8I4D1	Ccel_0097	WP_012634551.1;
B8I4D7	Ccel_0103	WP_012634557.1;
B8I4D8	Ccel_0104	WP_012634558.1;
B8I4E0	Ccel_0106	WP_012634560.1;
B8I4E1	Ccel_0107	WP_012634561.1;
B8I4E2	Ccel_0108	WP_012634562.1;
B8I4E3	Ccel_0109	WP_012634563.1;
B8I4E4	Ccel_0110	WP_012634564.1;
B8I4E5	Ccel_0111	WP_012634565.1;
B8I4E6	Ccel_0112	WP_012634566.1;
B8I4E7	Ccel_0113	WP_012634567.1;
B8I4E8	Ccel_0114	WP_012634568.1;
B8I4E9	Ccel_0115	WP_012634569.1;
B8I4F0	Ccel_0116	WP_012634570.1;
B8I4F1	Ccel_0117	
B8I4F2	Ccel_0118	
B8I4F3	Ccel_0119	
B8I4F4	Ccel_0120	WP_012634574.1;
B8I4F5	Ccel_0121	
B8I4F6	Ccel_0122	WP_012634576.1;
B8I4F7	Ccel_0123	WP_012634577.1;
B8I4F8	Ccel_0124	WP_012634578.1;
B8I4F9	Ccel_0125	WP_012634579.1;
B8I4G3	Ccel_0129	
B8I4G4	Ccel_0130	WP_012634584.1;
B8I4G7	Ccel_0133	WP_012634587.1;
B8I4G9	Ccel_0135	WP_012634589.1;
B8I4H3	Ccel_0139	WP_012634593.1;
B8I4H6	Ccel_0142	
B8I4H7	Ccel_0143	WP_012634597.1;
B8I4H8	Ccel_0144	WP_012634598.1;
B8I4H9	Ccel_0145	WP_012634599.1;
B8I4I0	Ccel_0146	WP_012634600.1;
B8I4I1	Ccel_0147	WP_012634601.1;
B8I4I2	Ccel_0148	WP_012634602.1;
B8I4I3	Ccel_0149	WP_012634603.1;
B8I4I4	Ccel_0150	WP_012634604.1;
B8I4I5	Ccel_0151	WP_012634605.1;
B8I4I6	Ccel_0152	WP_012634606.1;
B8I4I7	Ccel_0153	
B8I4I9	Ccel_0155	WP_012634609.1;
B8I4J1	Ccel_0157	WP_012634611.1;
B8I4J2	Ccel_0158	WP_012634612.1;
B8I4J4	Ccel_0160	WP_012634614.1;
B8I4J5	Ccel_0161	WP_012634615.1;
B8I4J6	Ccel_0162	
B8I4J8	Ccel_0164	
B8I4J9	Ccel_0165	WP_012634618.1;
B8I4K0	Ccel_0166	WP_012634619.1;
B8I4K1	Ccel_0167	WP_012634620.1;
B8I4K2	Ccel_0168	WP_012634621.1;
B8I4K3	Ccel_0169	WP_012634622.1;
B8I4K4	Ccel_0170	WP_012634623.1;
B8I4K6	Ccel_0172	WP_012634625.1;
B8I4K7	Ccel_0173	WP_012634626.1;
B8I4K9	Ccel_0175	WP_012634628.1;
B8I4L0	Ccel_0176	WP_012634629.1;
B8I4L3	Ccel_0179	WP_012634632.1;
B8I4L4	Ccel_0180	WP_012634633.1;
B8I4L5	Ccel_0181	WP_012634634.1;
B8I4L6	Ccel_0182	WP_012634635.1;
B8I4L7	Ccel_0183	WP_012634636.1;
B8I4L8	Ccel_0185	WP_012634637.1;
B8I4L9	Ccel_0186	WP_012634638.1;
B8I4M0	Ccel_0187	WP_012634639.1;
B8I4M1	Ccel_0188	WP_012634640.1;
B8I4M2	Ccel_0189	WP_012634641.1;
B8I4M3	Ccel_0190	WP_012634642.1;
B8I4M4	Ccel_2186	WP_015925623.1;
B8I4M5	Ccel_2187	WP_015925624.1;
B8I4M6	Ccel_2188	WP_015925625.1;
B8I4M7	Ccel_2189	WP_015925626.1;
B8I4M8	Ccel_2190	WP_015925627.1;
B8I4M9	Ccel_2191	
B8I4N0	Ccel_2192	WP_015925629.1;
B8I4N1	Ccel_2193	WP_015925630.1;
B8I4N2	Ccel_2194	WP_015925631.1;
B8I4N3	Ccel_2195	WP_015925632.1;
B8I4N4	Ccel_2196	
B8I4N5	Ccel_2197	WP_015925634.1;
B8I4N6	Ccel_2198	WP_015925635.1;
B8I4N9	Ccel_2201	WP_015925636.1;
B8I4P1	Ccel_2203	WP_015925638.1;
B8I4P3	Ccel_2205	WP_015925640.1;
B8I4P5	Ccel_2207	WP_015925642.1;
B8I4P6	Ccel_2208	WP_015925643.1;
B8I4P7	Ccel_2209	WP_015925644.1;
B8I4P8	Ccel_2210	WP_015925645.1;
B8I4Q0	Ccel_2212	WP_015925647.1;
B8I4Q1	Ccel_2213	WP_015925648.1;
B8I4Q2	Ccel_2214	
B8I4Q3	Ccel_2215	WP_015925650.1;
B8I4Q4	Ccel_2216	WP_015925651.1;
B8I4Q5	Ccel_2217	WP_015925652.1;
B8I4Q6	Ccel_2218	WP_015925653.1;
B8I4Q7	Ccel_2219	WP_015925654.1;
B8I4Q8	Ccel_2220	WP_015925655.1;
B8I4Q9	Ccel_2221	WP_015925656.1;
B8I4R0	Ccel_2222	WP_015925657.1;
B8I4R3	Ccel_2225	WP_015925660.1;
B8I4R5	Ccel_2227	WP_015925662.1;
B8I4R6	Ccel_2228	WP_015925663.1;
B8I4R7	Ccel_2229	WP_015925664.1;
B8I4R8	Ccel_2230	WP_015925665.1;
B8I4S0	Ccel_2232	WP_015925666.1;
B8I4S1	Ccel_2233	WP_015925667.1;
B8I4S2	Ccel_2234	WP_015925668.1;
B8I4S3	Ccel_2235	WP_015925669.1;
B8I4S4	Ccel_2236	WP_015925670.1;
B8I4S5	Ccel_2237	WP_015925671.1;
B8I4S6	Ccel_2238	WP_015925672.1;
B8I4S8	Ccel_2240	WP_015925674.1;
B8I4T0	Ccel_2242	WP_015925676.1;
B8I4T2	Ccel_2245	WP_015925678.1;
B8I4T3	Ccel_2246	WP_015925679.1;
B8I4T5	Ccel_2248	WP_015925681.1;
B8I4T6	Ccel_2249	WP_015925682.1;
B8I4T8	Ccel_2251	
B8I4T9	Ccel_2252	WP_015925685.1;
B8I4U2	Ccel_2256	WP_015925688.1;
B8I4U3	Ccel_2258	WP_015925689.1;
B8I4U6	Ccel_2261	WP_015925692.1;
B8I4U7	Ccel_2262	WP_015925693.1;
B8I4U8	Ccel_2263	WP_015925694.1;
B8I4U9	Ccel_2264	
B8I4V0	Ccel_2265	WP_015925696.1;
B8I4V1	Ccel_2266	WP_015925697.1;
B8I4V2	Ccel_2269	WP_015925698.1;
B8I4V3	Ccel_2270	WP_015925699.1;
B8I4V7	Ccel_2274	WP_015925703.1;
B8I4V9	Ccel_2276	WP_015925705.1;
B8I4W0	Ccel_2277	WP_015925706.1;
B8I4W2	Ccel_2279	WP_015925708.1;
B8I4W3	Ccel_2280	WP_015925709.1;
B8I4W4	Ccel_2281	WP_015925710.1;
B8I4W5	Ccel_2282	WP_015925711.1;
B8I4W6	Ccel_2283	WP_015925712.1;
B8I4X1	Ccel_2288	WP_015925717.1;
B8I4X5	Ccel_2292	WP_015925721.1;
B8I4X8	Ccel_2295	WP_015925724.1;
B8I4X9	Ccel_2296	WP_015925725.1;
B8I4Y0	Ccel_2297	WP_015925726.1;
B8I4Y1	Ccel_2298	WP_015925727.1;
B8I4Y2	Ccel_2299	WP_015925728.1;
B8I4Y3	Ccel_2300	WP_015925729.1;
B8I4Y4	Ccel_2301	WP_015925730.1;
B8I4Y5	Ccel_2302	WP_015925731.1;
B8I4Y6	Ccel_2303	WP_015925732.1;
B8I4Y7	Ccel_2304	WP_015925733.1;
B8I4Y8	Ccel_2305	WP_015925734.1;
B8I4Y9	Ccel_2306	WP_015925735.1;
B8I4Z0	Ccel_2307	WP_015925736.1;
B8I4Z1	Ccel_2308	WP_015925737.1;
B8I4Z2	Ccel_2309	WP_015925738.1;
B8I4Z4	Ccel_2311	
B8I4Z5	Ccel_2313	WP_015925741.1;
B8I4Z6	Ccel_2314	WP_015925742.1;
B8I4Z8	Ccel_0191	WP_012634643.1;
B8I4Z9	Ccel_0192	WP_012634644.1;
B8I500	Ccel_0193	WP_012634645.1;
B8I501	Ccel_0194	WP_012634646.1;
B8I502	Ccel_0195	WP_012634647.1;
B8I503	Ccel_0196	WP_012634648.1;
B8I504	Ccel_0197	WP_012634649.1;
B8I505	Ccel_0198	WP_012634650.1;
B8I506	Ccel_0199	WP_012634651.1;
B8I507	Ccel_0200	WP_012634652.1;
B8I508	Ccel_0201	
B8I509	Ccel_0202	WP_012634654.1;
B8I510	Ccel_0203	WP_012634655.1;
B8I511	Ccel_0204	
B8I513	Ccel_0206	
B8I516	Ccel_0209	WP_012634661.1;
B8I517	Ccel_0210	WP_012634662.1;
B8I518	Ccel_0211	WP_012634663.1;
B8I520	Ccel_0213	
B8I522	Ccel_0215	WP_012634667.1;
B8I523	Ccel_0216	WP_012634668.1;
B8I524	Ccel_0217	WP_012634669.1;
B8I525	Ccel_0218	WP_012634670.1;
B8I526	Ccel_0219	WP_012634671.1;
B8I528	Ccel_0221	WP_012634673.1;
B8I529	Ccel_0222	WP_012634674.1;
B8I530	Ccel_0223	WP_012634675.1;
B8I531	Ccel_0224	WP_012634676.1;
B8I532	Ccel_0225	WP_012634677.1;
B8I533	Ccel_0226	WP_012634678.1;
B8I534	Ccel_0227	WP_012634679.1;
B8I535	Ccel_0228	
B8I536	Ccel_0229	WP_012634681.1;
B8I537	Ccel_0230	WP_012634682.1;
B8I539	Ccel_0232	WP_012634684.1;
B8I540	Ccel_0233	WP_012634685.1;
B8I542	Ccel_0235	WP_012634687.1;
B8I543	Ccel_0236	WP_012634688.1;
B8I544	Ccel_0237	
B8I545	Ccel_0238	
B8I546	Ccel_0239	WP_012634691.1;
B8I547	Ccel_0240	WP_012634692.1;
B8I548	Ccel_0241	WP_012634693.1;
B8I552	Ccel_0245	
B8I554	Ccel_0247	WP_012634699.1;
B8I556	Ccel_0249	WP_012634701.1;
B8I557	Ccel_0250	WP_012634702.1;
B8I558	Ccel_0251	WP_012634703.1;
B8I559	Ccel_0252	WP_012634704.1;
B8I560	Ccel_0253	WP_012634705.1;
B8I561	Ccel_0254	WP_012634706.1;
B8I563	Ccel_0256	WP_012634708.1;
B8I565	Ccel_0258	WP_012634710.1;
B8I566	Ccel_0259	WP_012634711.1;
B8I568	Ccel_0261	WP_012634713.1;
B8I570	Ccel_0263	WP_012634715.1;
B8I571	Ccel_0264	WP_012634716.1;
B8I572	Ccel_0265	
B8I581	Ccel_0274	WP_012634726.1;
B8I582	Ccel_0275	WP_012634727.1;
B8I583	Ccel_0276	WP_012634728.1;
B8I584	Ccel_0277	WP_012634729.1;
B8I585	Ccel_0278	WP_012634730.1;
B8I586	Ccel_0279	WP_012634731.1;
B8I588	Ccel_0281	WP_012634733.1;
B8I589	Ccel_0282	WP_012634734.1;
B8I591	Ccel_0284	WP_012634736.1;
B8I593	Ccel_0286	WP_012634738.1;
B8I594	Ccel_0287	WP_012634739.1;
B8I595	Ccel_0288	WP_012634740.1;
B8I596	Ccel_0289	WP_012634741.1;
B8I597	Ccel_0290	WP_012634742.1;
B8I599	Ccel_0292	WP_012634744.1;
B8I5A0	Ccel_0293	
B8I5A1	Ccel_0294	WP_012634746.1;
B8I5A2	Ccel_0295	WP_012634747.1;
B8I5A3	Ccel_0296	WP_012634748.1;
B8I5A4	Ccel_0297	
B8I5A5	Ccel_0298	WP_012634750.1;
B8I5A6	Ccel_0299	WP_012634751.1;
B8I5A7	Ccel_0300	WP_012634752.1;
B8I5A8	Ccel_0301	WP_012634753.1;
B8I5B2	rpmG Ccel_0305	WP_012634757.1;
B8I5B6	Ccel_2316	WP_015925744.1;
B8I5B7	Ccel_2317	WP_015925745.1;
B8I5B8	Ccel_2318	WP_015925746.1;
B8I5C1	Ccel_2321	
B8I5C2	Ccel_2322	WP_015925750.1;
B8I5C3	Ccel_2323	WP_015925751.1;
B8I5C5	Ccel_2325	WP_015925753.1;
B8I5C6	Ccel_2326	WP_015925754.1;
B8I5C7	Ccel_2327	WP_015925755.1;
B8I5C8	Ccel_2328	WP_015925756.1;
B8I5C9	Ccel_2329	WP_015925757.1;
B8I5D0	Ccel_2330	WP_015925758.1;
B8I5D2	Ccel_2332	WP_015925760.1;
B8I5D3	Ccel_2333	WP_015925761.1;
B8I5D4	Ccel_2334	WP_015925762.1;
B8I5D5	Ccel_2335	WP_015925763.1;
B8I5D6	Ccel_2336	WP_015925764.1;
B8I5D8	Ccel_2338	
B8I5D9	Ccel_2339	
B8I5E0	Ccel_2340	WP_015925768.1;
B8I5E1	Ccel_2341	WP_015925769.1;
B8I5E3	Ccel_2343	WP_015925771.1;
B8I5E4	Ccel_2344	WP_015925772.1;
B8I5E5	Ccel_2345	WP_015925773.1;
B8I5E6	Ccel_2348	WP_015925774.1;
B8I5E7	Ccel_2349	WP_015925775.1;
B8I5E8	Ccel_2350	WP_015925776.1;
B8I5E9	Ccel_2351	WP_015925777.1;
B8I5F0	Ccel_2352	WP_015925778.1;
B8I5F1	Ccel_2353	WP_015925779.1;
B8I5F2	Ccel_2354	WP_015925780.1;
B8I5F3	Ccel_2355	
B8I5F4	Ccel_2356	WP_015925782.1;
B8I5F5	Ccel_2357	WP_015925783.1;
B8I5F6	Ccel_2358	WP_015925784.1;
B8I5F7	Ccel_2359	
B8I5F8	Ccel_2360	WP_015925786.1;
B8I5F9	Ccel_0405 Ccel_0824 Ccel_2361 Ccel_2620 Ccel_2702	
